,City,Latitude,Longtitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,Paita,-5.0892,-81.1144,62.47,82,99,14.94,PE,1598929200
358,Angoche,-16.2325,39.9086,72.86,88,4,9.35,MZ,1598929200
359,Bharatpur,27.2167,77.4833,82.98,81,57,11.59,IN,1598929200
360,Belaya Gora,68.5333,146.4167,48.34,56,66,9.08,RU,1598929200
361,Honningsvåg,70.9821,25.9704,48.07,76,100,15.68,NO,1598929200
362,Skjervøy,70.0311,20.9714,48.43,85,100,10.58,NO,1598929200
363,Mangan,27.5167,88.5333,83.5,52,98,3.69,IN,1598929200
364,Stonewall,50.1344,-97.3268,53.1,61,39,10.45,CA,1598929200
365,San Juan Evangelista,17.9,-95.1333,80.47,64,6,16.06,MX,1598929200
366,Victor Harbor,-35.5667,138.6167,61.02,49,99,15.5,AU,1598929200
367,Tūkrah,32.5341,20.5791,73.89,76,0,5.08,LY,1598929200
368,Kavieng,-2.5744,150.7967,83.55,71,91,4.14,PG,1598929200
369,Buala,-8.145,159.5921,86.56,67,91,6.53,SB,1598929200
370,Blythe,33.6103,-114.5964,100.0,29,34,18.45,US,1598929200
371,Madera,37.1666,-119.8343,84.33,24,0,5.14,US,1598929200
372,Gopālpur,19.2667,84.9167,87.04,76,100,3.0,IN,1598929200
373,Genhe,50.7833,121.5167,63.01,82,94,0.81,CN,1598929200
374,Soroti,1.7146,33.6111,65.57,92,85,0.25,UG,1598929200
375,Dogondoutchi,13.6393,4.0287,80.35,70,18,10.36,NE,1598929200
376,College,64.8569,-147.8028,61.77,52,87,1.3,US,1598929200
377,Shiyan,32.6475,110.7781,83.64,49,0,4.74,CN,1598929200
378,Iskateley,67.6803,53.1512,47.93,85,100,14.12,RU,1598929200
379,Modica,36.8459,14.774,70.9,78,1,2.39,IT,1598929200
380,Inuvik,68.3499,-133.7218,58.33,57,87,6.29,CA,1598929200
381,Bereket,39.2446,55.5154,76.55,39,15,6.53,TM,1598929200
382,Mehamn,71.0357,27.8492,47.01,72,89,23.29,NO,1598929200
383,Les Cayes,18.2,-73.75,79.74,77,55,2.13,HT,1598929200
384,Omsukchan,62.5333,155.8,50.5,58,94,6.46,RU,1598929200
385,Lovozero,68.005,35.0117,45.55,88,90,4.94,RU,1598929200
386,Miracema do Tocantins,-9.5618,-48.3967,79.65,20,0,7.02,BR,1598929200
387,Kerrville,30.0474,-99.1403,86.31,59,18,8.99,US,1598929200
388,NEDJO,9.5046,35.5019,56.14,97,100,3.71,ET,1598929200
389,Korla,41.7597,86.1469,80.64,50,73,10.18,CN,1598929200
390,Fairbanks,64.8378,-147.7164,61.61,48,59,1.23,US,1598929200
391,Valley City,46.9233,-98.0032,60.82,47,49,2.8,US,1598929200
392,Kutum,14.2,24.6667,73.83,70,54,3.94,SD,1598929200
393,Hithadhoo,-0.6,73.0833,79.09,81,100,11.83,MV,1598929200
394,Morros,-9.4467,-46.3003,73.42,29,1,4.23,BR,1598929200
395,Walvis Bay,-22.9575,14.5053,49.89,76,0,9.69,NA,1598929200
396,Grand-Santi,4.25,-54.3833,75.25,74,8,3.09,GF,1598929200
397,Tual,-5.6667,132.75,79.95,85,34,14.7,ID,1598929200
398,Saint-Joseph,-21.3667,55.6167,69.28,72,69,13.04,RE,1598929200
399,Ulladulla,-35.35,150.4667,59.72,53,25,10.63,AU,1598929200
400,Vardø,70.3705,31.1107,49.64,69,72,14.85,NO,1598929200
401,Alofi,-19.0595,-169.9187,79.99,74,87,20.29,NU,1598929200
402,Sassandra,4.95,-6.0833,73.18,87,71,5.99,CI,1598929200
403,Borba,-4.3878,-59.5939,76.73,84,53,2.37,BR,1598929200
404,Biltine,14.5333,20.9167,75.97,72,98,4.25,TD,1598929200
405,Sakakah,29.9697,40.2064,78.04,13,0,0.94,SA,1598929200
406,Sokolo,14.7328,-6.1219,74.44,93,99,10.04,ML,1598929200
407,Nālūt,30.3333,10.85,82.22,17,0,9.44,LY,1598929200
408,Tweed,44.4751,-77.3162,64.76,82,37,7.11,CA,1598929200
409,Sun Valley,39.5963,-119.776,79.68,18,1,7.61,US,1598929200
410,Caucayá,-0.1934,-74.7819,74.37,88,26,1.95,CO,1598929200
411,Clyde River,70.4692,-68.5914,43.07,71,14,9.95,CA,1598929200
412,Doctor Phillips,28.4495,-81.4923,79.68,80,87,6.17,US,1598929200
413,Cidreira,-30.1811,-50.2056,58.23,70,100,11.68,BR,1598929200
414,Tynda,55.1667,124.7167,51.55,93,100,2.95,RU,1598929200
415,Bilibino,68.0546,166.4372,42.31,66,90,5.68,RU,1598929200
416,Lethem,3.3803,-59.7968,77.63,77,10,3.56,GY,1598929200
417,Fernley,39.608,-119.2518,83.44,15,8,13.73,US,1598929200
418,Marystown,47.1666,-55.1483,54.12,84,73,13.73,CA,1598929200
419,Flinders,-34.5833,150.8552,59.31,58,20,8.46,AU,1598929200
420,Diamantina,-18.2494,-43.6003,59.5,86,28,6.44,BR,1598929200
421,Khani,41.9563,42.9566,73.42,49,0,5.79,GE,1598929200
422,Cabedelo,-6.9811,-34.8339,74.97,88,46,17.98,BR,1598929200
423,Ostrovnoy,68.0531,39.5131,45.21,87,48,6.71,RU,1598929200
424,Bloomington,44.8408,-93.2983,63.64,41,42,5.21,US,1598929200
425,Nokaneng,-19.6667,22.2667,59.32,30,0,9.69,BW,1598929200
426,Anadyr,64.75,177.4833,47.14,63,67,7.72,RU,1598929200
427,Westport,41.1415,-73.3579,69.06,70,59,7.83,US,1598929200
428,Tateyama,34.9833,139.8667,82.72,79,53,13.96,JP,1598929200
429,Chingirlau,51.095,54.0814,69.4,55,0,4.09,KZ,1598929200
430,Susanville,40.4163,-120.653,77.83,22,2,5.46,US,1598929200
431,Pechora,65.1472,57.2244,48.36,92,94,5.19,RU,1598929200
432,Xining,36.6167,101.7667,62.92,59,8,1.36,CN,1598929200
433,Palu,-0.8917,119.8707,85.23,77,97,0.25,ID,1598929200
434,Nanga Eboko,4.6833,12.3667,68.56,97,92,3.56,CM,1598929200
435,Itarema,-2.9248,-39.9167,78.42,78,0,17.05,BR,1598929200
436,Sicuani,-14.2694,-71.2261,49.06,51,43,4.38,PE,1598929200
437,Rocha,-34.4833,-54.3333,40.93,77,100,6.22,UY,1598929200
438,Sioux Lookout,50.1001,-91.917,52.27,76,57,8.86,CA,1598929200
439,Shimonoseki,33.95,130.95,88.32,70,46,15.03,JP,1598929200
440,Tiarei,-17.5333,-149.3333,80.83,65,21,22.73,PF,1598929200
441,Leningradskiy,69.3833,178.4167,36.86,95,100,5.06,RU,1598929200
442,Diego de Almagro,-26.3667,-70.05,46.35,82,98,1.3,CL,1598929200
443,Acajutla,13.5928,-89.8275,80.17,82,8,2.17,SV,1598929200
444,Santa Cruz de la Sierra,-17.8,-63.1667,68.02,65,20,12.77,BO,1598929200
445,Guangming,45.3333,122.7833,79.93,55,19,10.6,CN,1598929200
446,Khandyga,62.6667,135.6,65.59,68,43,0.27,RU,1598929200
447,Dingle,10.9995,122.6711,87.37,75,80,9.24,PH,1598929200
448,Verāval,20.9,70.3667,81.95,83,35,9.01,IN,1598929200
449,La Romana,18.4273,-68.9728,79.7,92,42,9.4,DO,1598929200
450,Salinas,36.6777,-121.6555,61.54,80,7,2.28,US,1598929200
451,Guerrero Negro,27.9769,-114.0611,75.42,65,1,14.09,MX,1598929200
452,Waynesville,35.4887,-82.9887,68.18,89,84,3.38,US,1598929200
453,Pithāpuram,17.1167,82.2667,85.68,81,91,4.07,IN,1598929200
454,Río Gallegos,-51.6226,-69.2181,33.91,87,29,8.21,AR,1598929200
455,Tuatapere,-46.1333,167.6833,46.08,65,86,6.4,NZ,1598929200
456,Alta Floresta,-9.8756,-56.0861,80.37,29,2,3.83,BR,1598929200
457,Portland,45.5234,-122.6762,71.87,46,64,6.02,US,1598929200
458,Athabasca,54.7169,-113.2854,57.36,72,99,3.96,CA,1598929200
459,Ipirá,-12.1583,-39.7372,67.12,91,2,6.06,BR,1598929200
460,Kazachinskoye,57.6953,93.2761,64.36,83,80,11.16,RU,1598929200
461,Muroto-misakicho,33.2833,134.15,87.35,70,21,7.94,JP,1598929200
462,Snezhnogorsk,69.1933,33.2531,40.96,95,49,9.4,RU,1598929200
463,Mareeba,-17.0,145.4333,79.79,48,29,8.59,AU,1598929200
464,Businga,3.3333,20.8833,70.14,96,56,1.01,CD,1598929200
465,Nouadhibou,20.931,-17.0347,72.28,79,5,14.92,MR,1598929200
466,Waingapu,-9.6567,120.2641,86.79,60,5,11.18,ID,1598929200
467,Luanda,-8.8368,13.2343,69.66,85,59,6.33,AO,1598929200
468,Birao,10.2849,22.7882,70.14,93,67,2.82,CF,1598929200
469,Vila Velha,-20.3297,-40.2925,73.18,83,64,7.47,BR,1598929200
470,Podgorenskiy,50.405,39.6429,66.11,43,70,5.39,RU,1598929200
471,Tura,25.5198,90.2201,82.76,87,100,0.92,IN,1598929200
472,Bathsheba,13.2167,-59.5167,80.17,80,60,2.24,BB,1598929200
473,Rwamagana,-1.9487,30.4347,59.68,89,3,0.89,RW,1598929200
474,Palmer,42.1584,-72.3287,59.05,79,87,3.4,US,1598929200
475,Qaqortoq,60.7167,-46.0333,44.91,82,88,2.93,GL,1598929200
476,Fortuna,40.5982,-124.1573,61.14,74,10,1.61,US,1598929200
477,Inta,66.0317,60.1659,49.95,94,100,10.96,RU,1598929200
478,George,-33.963,22.4617,50.54,71,100,8.28,ZA,1598929200
479,Upernavik,72.7868,-56.1549,36.86,88,100,7.63,GL,1598929200
480,Cap-aux-Meules,47.3821,-61.8597,56.95,75,11,16.35,CA,1598929200
481,Araouane,18.9048,-3.5265,93.78,37,19,7.02,ML,1598929200
482,La Santisima Trinidad,-14.8333,-64.9,79.9,53,33,6.51,BO,1598929200
483,Kemijärvi,66.7131,27.4306,40.6,90,18,2.48,FI,1598929200
484,Kyra,49.5776,111.9753,56.61,77,100,16.24,RU,1598929200
485,Antsohihy,-14.8796,47.9875,64.74,77,2,5.59,MG,1598929200
486,Mossamedes,-15.1961,12.1522,59.61,80,0,1.34,AO,1598929200
487,Kupang,-10.1667,123.5833,87.44,60,51,6.6,ID,1598929200
488,Constantine,36.365,6.6147,57.92,90,11,2.51,DZ,1598929200
489,Nikki,9.9401,3.2108,70.63,95,89,7.56,BJ,1598929200
490,Ambon City,-3.6954,128.1814,81.19,84,82,13.98,ID,1598929200
491,Lata,40.1629,-8.3327,60.73,56,94,1.77,PT,1598929200
492,Cockburn Town,21.4612,-71.1419,83.66,81,55,19.84,TC,1598929200
493,Calama,-22.4667,-68.9333,52.05,34,41,1.88,CL,1598929200
494,Ajdabiya,30.7554,20.2263,69.58,75,0,6.13,LY,1598929200
495,Norsup,-16.0667,167.3833,80.01,76,64,16.93,VU,1598929200
496,Sinnamary,5.3833,-52.95,78.82,84,14,11.01,GF,1598929200
497,Vao,-22.6667,167.4833,68.65,70,31,12.55,NC,1598929200
498,Sitka,57.0531,-135.33,56.37,86,95,5.93,US,1598929200
499,Gijang,35.2442,129.2139,80.94,75,81,16.42,KR,1598929200
500,Zhongshu,24.5167,103.7667,75.34,74,59,1.97,CN,1598929200
501,Port Moresby,-9.4431,147.1797,83.46,72,65,20.18,PG,1598929200
502,Riyadh,24.6877,46.7219,85.14,30,42,2.68,SA,1598929200
503,Nantucket,41.2835,-70.0995,68.09,73,49,10.92,US,1598929200
504,Gonder,12.6,37.4667,54.63,91,66,2.48,ET,1598929200
505,Los Llanos de Aridane,28.6585,-17.9182,69.93,70,13,7.2,ES,1598929200
506,Muravlenko,63.7898,74.523,50.05,89,100,16.93,RU,1598929200
507,Constitución,-35.3333,-72.4167,46.18,82,0,4.7,CL,1598929200
508,Gwadar,25.1216,62.3254,80.82,82,30,6.15,PK,1598929200
509,Visnes,59.3556,5.2242,54.41,79,2,2.48,NO,1598929200
510,Nizhnevartovsk,60.9344,76.5531,54.72,86,85,17.27,RU,1598929200
511,Eskişehir,39.7767,30.5206,62.69,78,0,2.53,TR,1598929200
512,Mariāni,26.6667,94.3333,85.41,85,73,3.53,IN,1598929200
513,General Pico,-35.6566,-63.7568,48.25,59,35,12.28,AR,1598929200
514,Cascais,38.6979,-9.4215,66.16,59,80,12.35,PT,1598929200
515,Usinsk,65.9939,57.5281,47.05,92,63,12.59,RU,1598929200
516,Riviere-au-Renard,48.9957,-64.3971,51.19,76,3,5.84,CA,1598929200
517,Erzin,36.9559,36.2,79.72,59,0,2.68,TR,1598929200
518,Ji’an,27.1172,114.9793,91.17,63,1,8.88,CN,1598929200
519,Chase,50.8165,-119.6857,66.33,48,87,1.34,CA,1598929200
520,Tautira,-17.7333,-149.15,80.74,65,21,21.16,PF,1598929200
521,Poplar Bluff,36.757,-90.3929,75.13,90,10,6.35,US,1598929200
522,Klaksvík,62.2266,-6.589,52.57,92,100,26.64,FO,1598929200
523,Bolobo,-2.1667,16.2333,73.47,87,77,1.28,CD,1598929200
524,Nador,35.174,-2.9287,73.08,71,0,5.68,MA,1598929200
525,Baraboo,43.4711,-89.7443,58.17,79,1,2.59,US,1598929200
526,Nakatsugawa,35.4833,137.5,84.2,76,48,2.68,JP,1598929200
527,Sørland,67.667,12.6934,53.35,78,100,17.76,NO,1598929200
528,Meulaboh,4.1363,96.1285,81.03,86,97,9.66,ID,1598929200
529,Belle Glade,26.6845,-80.6676,80.64,85,64,2.1,US,1598929200
530,Husavik,66.0449,-17.3389,49.62,75,69,6.02,IS,1598929200
531,Price,39.5994,-110.8107,66.33,31,36,7.31,US,1598929200
532,Luganville,-15.5333,167.1667,79.65,80,80,13.11,VU,1598929200
533,Arona,28.0996,-16.681,65.05,77,31,4.0,ES,1598929200
534,Miass,55.045,60.1083,63.12,78,71,5.1,RU,1598929200
535,Ceres,37.5949,-120.9577,86.65,28,1,10.36,US,1598929200
536,Kremenchuk,49.0973,33.4197,70.09,38,0,4.38,UA,1598929200
537,Ahipara,-35.1667,173.1667,61.41,72,45,12.95,NZ,1598929200
538,Masindi,1.6744,31.715,64.62,90,82,0.2,UG,1598929200
539,San Rafael,-34.6177,-68.3301,52.95,51,94,7.76,AR,1598929200
540,Novoagansk,61.9449,76.6625,54.82,90,96,17.69,RU,1598929200
541,Pervomayskiy,53.2485,40.2871,65.75,52,39,10.33,RU,1598929200
542,San Juan,-31.5375,-68.5364,53.51,44,15,4.88,AR,1598929200
543,Sosnovo-Ozerskoye,52.5249,111.5418,57.9,81,95,8.79,RU,1598929200
544,Wewak,-3.5534,143.6268,85.55,70,84,5.7,PG,1598929200
545,Swan Hill,-35.3378,143.5544,58.3,56,86,8.66,AU,1598929200
546,Bacolod City,10.6667,122.95,86.16,72,84,8.77,PH,1598929200
547,Florianópolis,-27.6146,-48.5012,60.24,91,87,6.33,BR,1598929200
548,Dhrāngadhra,22.9833,71.4667,80.65,82,0,12.33,IN,1598929200
549,Olden,61.8364,6.8064,50.32,72,52,5.3,NO,1598929200
550,Sai Buri,6.7013,101.6168,86.9,74,56,1.39,TH,1598929200
551,Province of Mantua,45.1667,10.7833,57.43,94,82,4.74,IT,1598929200
552,Horta,38.5333,-28.6333,71.17,72,23,12.95,PT,1598929200
553,Huoqiu,32.3394,116.2694,84.4,72,0,7.85,CN,1598929200
554,Mananjary,-21.2167,48.3333,64.53,92,6,3.71,MG,1598929200
555,Ryde,50.73,-1.1621,54.77,81,7,4.94,GB,1598929200
556,Zhigansk,66.7697,123.3711,54.79,70,78,2.73,RU,1598929200
557,Malé,4.1748,73.5089,82.27,80,95,9.66,MV,1598929200
558,Barcelona,41.3888,2.159,73.53,60,54,4.36,ES,1598929200
559,Ust'-Kan,50.9276,84.761,61.25,61,0,2.82,RU,1598929200
560,Fichē,9.8,38.7333,48.18,100,99,1.74,ET,1598929200
561,Poum,-20.2333,164.0167,70.18,65,29,11.92,NC,1598929200
562,Agadez,19.75,10.25,91.74,30,13,5.59,NE,1598929200
563,Yazd,31.8972,54.3675,67.12,28,10,3.0,IR,1598929200
564,Ballina,-28.8667,153.5667,66.2,78,72,10.4,AU,1598929200
565,Pindwāra,24.8,73.0667,76.89,88,69,10.74,IN,1598929200
566,Luau,-10.7073,22.2247,72.54,54,93,3.13,AO,1598929200
567,Hirara,24.8,125.2833,84.47,90,87,45.92,JP,1598929200
568,Atar,20.5169,-13.0499,91.26,20,5,6.26,MR,1598929200
569,Bandar-e Lengeh,26.5579,54.8807,90.48,34,2,4.99,IR,1598929200
570,Opuwo,-18.0607,13.84,50.92,49,0,2.21,NA,1598929200
571,Mumbwa,-14.9783,27.0619,61.43,46,4,5.12,ZM,1598929200
572,Stanley,-51.7,-57.85,32.76,94,79,19.06,FK,1598929200
573,Asău,46.4333,26.4,64.42,86,0,1.1,RO,1598929200
574,Yerbogachën,61.2767,108.0108,61.63,66,9,6.06,RU,1598929200
575,Cajati,-24.7361,-48.1228,65.16,87,96,2.68,BR,1598929200
576,Pimentel,-6.8367,-79.9342,61.63,83,95,16.28,PE,1598929200
577,Malumfashi,11.7853,7.6218,71.19,83,57,8.3,NG,1598929200
578,Ingham,42.6,-84.3833,64.9,83,49,6.17,US,1598929200
579,Ouahigouya,13.5828,-2.4216,73.85,90,48,10.18,BF,1598929200
580,Santa Quitéria,-4.3319,-40.1567,74.35,61,1,3.8,BR,1598929200
581,Diffa,13.3154,12.6113,81.99,54,92,7.02,NE,1598929200
582,Marinette,45.1,-87.6307,60.94,76,25,8.48,US,1598929200
583,Bairiki Village,1.3292,172.9752,86.9,70,59,8.7,KI,1598929200
584,Colesberg,-30.72,25.0972,37.18,60,48,12.21,ZA,1598929200
585,Tadine,-21.55,167.8833,71.8,60,32,12.57,NC,1598929200
586,Kumluca,36.3703,30.2869,83.93,35,0,2.15,TR,1598929200
587,Manavālakurichi,8.1333,77.3,83.23,79,56,13.49,IN,1598929200
588,Maralal,1.0968,36.698,57.31,75,30,2.15,KE,1598929200
589,Wencheng,33.0559,113.7978,82.9,72,0,9.75,CN,1598929200
590,Don Luan,11.5333,106.9167,85.14,82,90,3.02,VN,1598929200
